Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento com piscina e churrasqueira em Boa Viagem,582000,Residencial,Avenida Pedro Paes Mendonca,Boa Viagem,51020480,-8.1148797,-34.900306,Imobiliária,3,1,99,99,2,1800,,2017-04-09 23:26:25.380551,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,345000,Residencial,Estrada do Encanamento,Casa Amarela,52070000,-8.0301517,-34.9194182,Imobiliária,2,1,50,50,1,1800,,2017-04-09 23:26:25.398330,,,,,,,
Apartamento com piscina e churrasqueira em Torre,370000,Residencial,Rua Jose de Holanda,Torre,50710140,-8.0448346,-34.9090146,Imobiliária,3,1,73,,1,1800,1110,2017-04-09 23:26:25.587698,,,,,,,
Apartamento com frente para o mar e salão de festas em Boa Viagem,1350000,Residencial,Avenida Boa Viagem,Boa Viagem,51111000,-8.103781,-34.8866937,Pessoa Física,4,2,190,265,2,1800,,2017-04-09 23:26:25.626840,,,,,,,
Apartamento com piscina e playground em Parnamirim,735000,Residencial,Avenida Flor de Santana,Parnamirim,52060290,-8.0342907,-34.9138301,Imobiliária,3,1,112,,2,1800,,2017-04-09 23:26:25.727103,,,,,,,
Apartamento com salão de festas em Campo Grande,330000,Residencial,Rua Mário Sete,Campo Grande,52040190,-8.0305833,-34.880491,Imobiliária,3,1,70,70,1,1800,,2017-04-09 23:26:25.778559,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,900000,Residencial,Rua Bento Loyola,Casa Amarela,52051340,-8.0276692,-34.9126328,Imobiliária,3,3,130,130,2,1800,,2017-04-09 23:26:26.259397,,,,,,,
Apartamento  em Apipucos,336000,Residencial,Rua Dois Irmãos,Apipucos,52071440,,,Imobiliária,2,0,58,58,0,1800,,2017-04-09 23:26:26.274956,,,,,,,
Apartamento  em Cordeiro,250000,Residencial,Rua Onze de Fevereiro,Cordeiro,50640340,-8.0606377,-34.9327492,Imobiliária,2,1,89,89,1,1800,,2017-04-09 23:42:06.586636,,,,,,,
Apartamento com salão de festas e salão de jogos em Madalena,340000,Residencial,Rua Arnaldo Bastos,Madalena,50610130,-8.0563604,-34.9063208,Imobiliária,2,1,52,52,1,1800,,2017-04-09 23:26:26.374894,,,,,,,
Apartamento com sauna e playground em Casa Amarela,510000,Residencial,Rua Arnoldo Magalhães,Casa Amarela,52051280,-8.0283884,-34.9099223,Imobiliária,3,1,81,81,2,1800,,2017-04-09 23:26:26.566968,,,,,,,
Apartamento com salão de festas em Boa Viagem,199000,Residencial,Rua Amália Bernardino de Sousa,Boa Viagem,51021150,-8.1276159,-34.9079425,Imobiliária,1,0,27,27,1,1800,,2017-04-09 23:26:26.574506,,,,,,,
Apartamento com piscina e churrasqueira em Espinheiro,640000,Residencial,Rua Doutor Geraldo de Andrade,Espinheiro,52021220,-8.0430697,-34.8898077,Imobiliária,3,1,106,106,2,1800,,2017-04-09 23:26:27.211907,,,,,,,
Apartamento com salão de festas e salão de jogos em Casa Amarela,420000,Residencial,Rua Professor Souto Maior,Casa Amarela,52051240,-8.027589,-34.9075074,Imobiliária,3,1,67,67,2,1800,,2017-04-09 23:26:27.220376,,,,,,,
Apartamento com piscina e churrasqueira em Imbiribeira,460000,Residencial,Rua Leonor Soares Pessoa,Imbiribeira,51170600,-8.0967435,-34.9140459,Imobiliária,3,1,89,89,2,1800,,2017-04-09 23:26:27.226794,,,,,,,
Apartamento com piscina e playground em Tamarineira,580000,Residencial,Rua Alfredo Osorio,Tamarineira,52051180,-8.0291398,-34.906597,Imobiliária,3,1,98,,2,1800,,2017-04-09 23:26:27.233353,,,,,,,
Apartamento com playground e salão de festas em Madalena,680000,Residencial,Rua Clóvis Beviláqua,Madalena,50710330,-8.0479269,-34.9052844,Imobiliária,3,1,93,95,2,1780,,2017-04-09 23:26:27.383191,,,,,,,
Apartamento com piscina e salão de festas em Iputinga,285000,Residencial,Rua Inacio Leopoldo,Iputinga,50670490,-8.0471494,-34.9437295,Imobiliária,3,1,71,,1,1776,,2017-04-09 23:30:21.619404,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,880000,Residencial,Rua Raimundo Freixeiras,Casa Amarela,52070020,-8.0060029,-34.9278606,Imobiliária,4,2,158,,2,1750,,2017-04-09 23:30:21.878603,,,,,,,
Apartamento com salão de festas em Campo Grande,270000,Residencial,Rua Oliveira Fonseca,Campo Grande,52040250,-8.0281512,-34.8799334,Imobiliária,3,0,67,,1,1750,,2017-04-09 23:30:21.885652,,,,,,,
Apartamento com piscina e churrasqueira em Tamarineira,850000,Residencial,"Estrada Arraial,Do",Tamarineira,52051380,-8.0267907,-34.914241,Imobiliária,4,2,172,,2,1750,,2017-04-09 23:30:21.896960,,,,,,,
Apartamento  em Boa Viagem,750000,Residencial,Avenida Engenheiro Domingos Ferreira,Boa Viagem,51020040,-8.1201003,-34.8985946,Imobiliária,4,3,282,400,3,1750,,2017-04-09 23:30:22.004745,,,,,,,
Apartamento com piscina e campo de futebol em Tamarineira,990000,Residencial,Rua Joseph Turton,Tamarineira,52051110,-8.028689,-34.9035119,Imobiliária,4,3,205,,3,1750,,2017-04-09 23:30:22.014997,,,,,,,
Apartamento com salão de festas em Sto Amaro,290000,Residencial,Conde D'eu,Sto Amaro,50050470,-8.0522105,-34.8897751,Imobiliária,2,0,65,80,1,1750,,2017-04-09 23:30:22.141634,,,,,,,
Apartamento com piscina e churrasqueira em Santana,299000,Residencial,Rua Nestor Silva,Santana,52060410,-8.0376283,-34.9139982,Imobiliária,1,1,43,43,1,1750,,2017-04-09 23:30:22.251592,,,,,,,
Apartamento  em Iputinga,195000,Residencial,Rua Doutor Virgínio Marques,Iputinga,50731330,-8.0385236,-34.936764,Imobiliária,3,0,92,92,1,1750,,2017-04-09 23:30:22.261014,,,,,,,
Apartamento com estacionamento visitantes e playground em Cordeiro,175000,Residencial,Rua Orós,Cordeiro,50711340,-8.0467399,-34.9231739,Imobiliária,3,1,68,107,1,1720,,2017-04-09 23:30:22.319299,,,,,,,
Apartamento com piscina e churrasqueira em Cordeiro,260000,Residencial,Avenida Caxangá,Cordeiro,50711000,-26.9225709,-49.0606445,Imobiliária,2,1,55,,1,1700,,2017-04-09 23:30:22.351406,,,,,,,
Apartamento com salão de festas em Boa Viagem,930000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51020020,-8.1125147,-34.8923077,Imobiliária,4,2,300,,4,1700,,2017-04-09 23:30:22.810254,,,,,,,
Apartamento com quadra poliesportiva e salão de festas em Casa Forte,900000,Residencial,Avenida Flor de Santana,Casa Forte,52060290,-8.0335743,-34.9138348,Imobiliária,5,2,270,,3,1700,,2017-04-09 23:30:22.826427,,,,,,,
Apartamento com piscina e playground em Boa Viagem,589000,Residencial,Rua Dom Jose Lopes,Boa Viagem,51021370,-8.1262599,-34.9047371,Imobiliária,3,1,137,,2,1700,,2017-04-09 23:30:22.833063,,,,,,,
Apartamento com piscina e esquina em Rosarinho,340000,Residencial,,Rosarinho,52041330,,,Imobiliária,2,1,62,,1,1700,,2017-04-09 23:30:23.015229,,,,,,,
Apartamento com piscina e playground em Boa Viagem,480000,Residencial,,Boa Viagem,,-8.1317303,-34.902409,Imobiliária,3,1,96,,2,1700,,2017-04-09 23:30:23.042172,,,,,,,
Apartamento com churrasqueira em Boa Viagem,450000,Residencial,Rua Baltazar Passos,Boa Viagem,51130290,-8.143057,-34.9090092,Imobiliária,3,1,106,106,1,1700,,2017-04-09 23:30:23.196999,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,880000,Residencial,,Boa Viagem,52000000,,,Imobiliária,3,2,127,,2,1700,,2017-04-09 23:30:23.223698,,,,,,,
Apartamento  em Poco da Panela,623500,Residencial,Rua Tito Lívio Soares,Poco da Panela,52061270,-8.0376237,-34.9237844,Imobiliária,3,0,87,87,2,1700,,2017-04-09 23:30:23.339539,,,,,,,
Apartamento com piscina e churrasqueira em Gracas,650000,Residencial,Rua Engenheiro Teófilo de Freitas,Gracas,52010190,-8.0538002,-34.9023159,Imobiliária,4,1,130,,2,1700,,2017-04-09 23:30:23.422082,,,,,,,
Apartamento  em Boa Viagem,260000,Residencial,,Boa Viagem,51020972,-8.1083154,-34.8982775,Imobiliária,1,1,33,,1,1700,,2017-04-09 23:30:23.520002,,,,,,,
Apartamento com piscina e salão de festas em Torre,420000,Residencial,Rua José de Holanda,Torre,50710140,-8.04481,-34.909449,Imobiliária,3,0,80,80,0,1700,,2017-04-09 23:30:23.568417,,,,,,,
Apartamento  em Rosarinho,260000,Residencial,Rua Gal Artur Oscar,Rosarinho,52050430,-8.0616733,-34.9093876,Imobiliária,3,1,90,,1,1700,,2017-04-09 23:30:25.072434,,,,,,,
Apartamento  em Parnamirim,480000,Residencial,Avenida Flor de Santana,Parnamirim,52060290,,,Imobiliária,3,0,100,100,0,1700,,2017-04-09 23:30:23.833602,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,330000,Residencial,Rua Izabel Magalhaes,Boa Viagem,51030330,-8.1389661,-34.9062776,Imobiliária,2,1,45,,1,1700,,2017-04-09 23:30:23.843725,,,,,,,
Apartamento com piscina e salão de festas em Torre,490000,Residencial,Rua Conde de Iraja,Torre,50710310,-8.0456622,-34.9047422,Imobiliária,3,2,90,90,2,1700,,2017-04-09 23:30:23.948300,,,,,,,
Apartamento com piscina e campo de futebol em Boa Viagem,590000,Residencial,Rua General Salgado,Boa Viagem,51130320,-14.235004,-51.92528,Imobiliária,3,1,96,96,2,1700,,2017-04-09 23:30:23.997319,,,,,,,
Apartamento com piscina e playground em Aflitos,900000,Residencial,,Aflitos,5204106,-5.4608338,-47.4016224,Imobiliária,4,3,143,,2,1700,,2017-04-09 23:30:24.043055,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,1050000,Residencial,Rua Monsenhor Silva,Madalena,50610360,-8.0510137,-34.9113946,Imobiliária,4,4,153,153,3,1660,,2017-04-09 23:30:24.088626,,,,,,,
Conjunto Comercial/Sala  em Pina,367551,Comercial,Avenida República do Líbano,Pina,51110160,-8.0878136,-34.8912371,Imobiliária,0,0,37,118,1,1650,,2017-04-09 23:30:24.201700,,,,,,,
Apartamento  em Boa Viagem,252500,Residencial,Rua Amália Bernardino de Sousa,Boa Viagem,51021150,-8.1253484,-34.9082967,Imobiliária,2,0,48,,1,1650,,2017-04-09 23:30:24.240388,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,980000,Residencial,Rua da Aurora,Boa Vista,50050000,-8.0565882,-34.8781384,Imobiliária,4,4,176,,3,1650,,2017-04-09 23:30:24.508286,,,,,,,
Apartamento  em Boa Viagem,430000,Residencial,Rua Sá e Souza,Boa Viagem,51030065,-8.1381913,-34.906868,Imobiliária,3,1,75,75,1,1650,,2017-04-09 23:30:24.538382,,,,,,,
Apartamento com churrasqueira e frente para o mar em Boa Viagem,1500000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1339019509,-34.900907373,Pessoa Física,4,2,221,256,3,1650,6000,2017-04-09 23:30:24.602840,,,,,,,
Flat com piscina e salão de festas em Boa Viagem,240000,Comercial,Rua Wilfrid Rússel Shorto,Boa Viagem,51020300,-8.1208973,-34.8969117,Imobiliária,1,1,43,43,1,1650,,2017-04-09 23:30:24.630858,,,,,,,
Apartamento com piscina e campo de futebol em Boa Viagem,870000,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51030021,-8.1245868,-34.904274,Imobiliária,3,3,142,,2,1618,,2017-04-09 23:30:24.780963,,,,,,,
Apartamento com churrasqueira e copa em Boa Viagem,650000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51111011,-8.1125147,-34.8923077,Imobiliária,3,1,149,149,2,1608,,2017-04-09 23:30:24.818988,,,,,,,
Apartamento com playground em Madalena,360000,Residencial,Rua Padre Landim,Madalena,50710470,-8.0484177,-34.9123636,Pessoa Física,3,1,109,111,1,1600,1200,2017-04-09 23:30:24.846125,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,420000,Residencial,Estrada das Ubáias,Casa Amarela,52070013,-8.0295568,-34.9180034,Imobiliária,3,1,70,70,1,1600,,2017-04-09 23:30:24.973113,,,,,,,
Apartamento com estacionamento visitantes em Rosarinho,395000,Residencial,Avenida Santos Dumont,Rosarinho,52050500,-8.0372939,-34.8984192,Imobiliária,3,1,145,145,2,1600,,2017-04-09 23:30:25.273376,,,,,,,
Apartamento com playground e salão de festas em Campo Grande,300000,Residencial,Rua Mario 7,Campo Grande,52040190,-8.0305833,-34.880491,Imobiliária,3,2,70,82,1,1600,103,2017-04-09 23:30:25.402881,,,,,,,
Apartamento com copa em Boa Viagem,510000,Residencial,Rua Ernesto de Paula Santos,Boa Viagem,51021330,-8.1241872,-34.9029838,Imobiliária,3,1,148,148,1,1600,,2017-04-09 23:30:25.450928,,,,,,,
Apartamento com piscina e churrasqueira em Ilha do Retiro,352500,Residencial,Rua Doutor João Marques,Ilha do Retiro,50750320,-14.235004,-51.92528,Imobiliária,3,1,58,,1,1600,,2017-04-09 23:30:25.641251,,,,,,,
Conjunto Comercial/Sala com copa em Boa Viagem,452100,Comercial,Avenida Conselheiro Aguiar,Boa Viagem,51111010,-8.1055553,-34.8888027,Imobiliária,0,0,41,41,1,1600,,2017-04-09 23:30:25.669646,,,,,,,
Apartamento com playground em Iputinga,220000,Residencial,Rua Emiliano Braga,Iputinga,50670380,-8.035472,-34.951234,Imobiliária,2,0,70,70,1,1600,,2017-04-09 23:30:25.910370,,,,,,,
Apartamento com salão de festas em Boa Viagem,600000,Residencial,Rua Professor Augusto Lins e Silva,Boa Viagem,51030030,-8.1416943,-34.9066001,Imobiliária,3,2,104,146,2,1600,,2017-04-09 23:30:26.018380,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,260000,Residencial,Rua Mamanguape,Boa Viagem,51020250,-8.1149753,-34.8991243,Imobiliária,1,0,30,30,0,1600,,2017-04-09 23:30:26.055255,,,,,,,
Apartamento com playground e salão de festas em Prado,360000,Residencial,Rua Manoel de Arruda Câmara,Prado,50720140,-8.0598726,-34.9112518,Imobiliária,2,0,80,80,1,1600,,2017-04-09 23:30:26.075342,,,,,,,
Apartamento  em Setubal,315000,Residencial,Rua Sá e Souza,Setubal,51030065,-8.1370982,-34.9061693,Imobiliária,2,0,55,,1,1600,,2017-04-09 23:30:26.769707,,,,,,,
Apartamento com sauna e salão de festas em Casa Amarela,386146,Residencial,Rua Antônio de Castro,Casa Amarela,52070080,-8.0274541,-34.9157633,Imobiliária,3,1,58,58,1,1600,,2017-04-09 23:30:26.118608,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,500000,Residencial,Avenida Santos Dumont,Rosarinho,52041095,-26.9225709,-49.0606445,Imobiliária,3,1,82,,2,1600,,2017-04-09 23:30:26.374369,,,,,,,
Apartamento com piscina e campo de futebol em Casa Amarela,850000,Residencial,Rua Bento Loyola,Casa Amarela,52051340,-8.0268845,-34.9125251,Imobiliária,4,2,130,,2,1600,188,2017-04-09 23:30:26.545755,,,,,,,
Apartamento com piscina e estacionamento visitantes em Tamarineira,320000,Residencial,Rua Gomes Coutinho,Tamarineira,52051130,-8.0281027,-34.9051948,Imobiliária,3,1,59,59,1,1600,,2017-04-09 23:30:26.607352,,,,,,,
Apartamento com quadra poliesportiva e salão de festas em Casa Forte,1690000,Residencial,Avenida Dezessete de Agosto,Casa Forte,52060590,-8.0286293,-34.9262317,Imobiliária,4,4,230,230,3,1600,,2017-04-09 23:30:26.655420,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,554000,Residencial,Rua Menezes Drumond,Madalena,50610320,-8.0504458,-34.9101396,Imobiliária,3,1,65,,1,1600,,2017-04-09 23:30:26.665148,,,,,,,
Apartamento com churrasqueira e playground em Gracas,420000,Residencial,Não Informado,Gracas,,,,Imobiliária,3,1,106,106,1,1600,,2017-04-09 23:30:26.692617,,,,,,,
Apartamento com churrasqueira e campo de futebol em Torre,265000,Residencial,Rua Profa Angela Pinto,Torre,50710010,-8.0386227,-34.9083046,Pessoa Física,2,0,55,84,1,1600,367,2017-04-09 23:30:26.715275,,,,,,,
Conjunto Comercial/Sala com copa em Boa Viagem,1950000,Comercial,,Boa Viagem,,,,Imobiliária,0,0,234,234,0,1600,,2017-04-09 23:51:10.592752,,,,,,,
Apartamento com piscina e hidromassagem em Rosarinho,574000,Residencial,Rua Hipólito Braga,Rosarinho,52041310,-26.9225709,-49.0606445,Imobiliária,3,1,89,89,2,1600,,2017-04-09 23:30:27.094940,,,,,,,
Casa com piscina e esquina em Cajueiro,950000,Residencial,Rua Luiz Clericuzzi,Cajueiro,52221250,-8.0121058,-34.886072,Imobiliária,4,2,268,400,5,1600,,2017-04-09 23:30:27.200103,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,1100000,Residencial,Rua Le Park,Boa Viagem,51160035,-8.111251,-34.903549,Imobiliária,4,4,170,170,3,1600,,2017-04-09 23:30:27.267146,,,,,,,
Apartamento com piscina e churrasqueira em Parnamirim,1400000,Residencial,Rua Astronauta Neil Armstrong,Parnamirim,52060170,-8.0283657,-34.9091552,Imobiliária,4,4,315,,4,1591,,2017-04-09 23:30:27.352617,,,,,,,
Apartamento com churrasqueira e copa em Arruda,225000,Residencial,Avenida Beberibe,Arruda,52120000,-8.0244305,-34.8936597,Imobiliária,2,1,57,,1,1570,90,2017-04-09 23:30:27.379145,,,,,,,
Apartamento com piscina e churrasqueira em Jd S Paulo,330000,Residencial,Avenida Liberdade,Jd S Paulo,50920135,-8.086013,-34.9534099,Imobiliária,3,1,60,70,1,1570,,2017-04-09 23:30:27.593972,,,,,,,
Apartamento  em Poco da Panela,950000,Residencial,Rua Guilherme Salazar,Poco da Panela,52061275,-8.038193,-34.9216825,Imobiliária,4,2,123,123,2,1570,,2017-04-09 23:30:27.735184,,,,,,,
Apartamento com churrasqueira e playground em Torre,265000,Residencial,,Torre,,,,Imobiliária,2,1,67,,1,1570,,2017-04-09 23:30:27.744330,,,,,,,
Terreno padrão com esquina em Setubal,13000000,Comercial,Rua Joao Cardoso Aires,Setubal,51130300,-8.1403806281,-34.9121554894,Imobiliária,0,0,,6500,0,1558,,2017-04-09 23:33:59.401428,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,1150000,Residencial,,Boa Viagem,51111230,,,Imobiliária,3,1,126,,2,1554,228,2017-04-09 23:30:27.914995,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,450000,Residencial,Rua Doutor José Maria,Rosarinho,52041065,-8.0356317,-34.897586,Imobiliária,3,1,82,82,1,1550,,2017-04-09 23:30:28.021685,,,,,,,
Apartamento  em Espinheiro,360000,Residencial,"Rua Espinheiro,Do",Espinheiro,52020020,-8.0462071,-34.8954507,Imobiliária,3,1,80,,1,1531,,2017-04-09 23:30:28.048420,,,,,,,
Apartamento com estacionamento visitantes em Gracas,250000,Residencial,Rua Esmeraldino Bandeira,Gracas,52011090,,,Imobiliária,1,0,35,35,1,1530,,2017-04-09 23:30:28.058942,,,,,,,
Apartamento com piscina e playground em Rosarinho,400000,Residencial,,Rosarinho,52041010,,,Imobiliária,3,1,74,74,1,1530,,2017-04-09 23:30:28.091896,,,,,,,
Apartamento  em Boa Viagem,470000,Residencial,Rua Professor Augusto Lins e Silva,Boa Viagem,51030030,-8.145471,-34.9081685,Imobiliária,3,1,114,114,2,1519,,2017-04-09 23:30:28.118762,,,,,,,
Apartamento com salão de festas em Campo Grande,360000,Residencial,Rua Voluntarios da Patria,Campo Grande,52040150,-8.0317144,-34.8827041,Imobiliária,3,1,109,,1,1500,,2017-04-09 23:30:28.220132,,,,,,,
Apartamento com piscina e sauna em Aflitos,1100000,Residencial,Rua Capitão Sampaio Xavier,Aflitos,52050217,-8.0367433,-34.8998791,Imobiliária,3,3,160,,3,1500,,2017-04-09 23:30:28.386395,,,,,,,
Apartamento com piscina e sauna em Tamarineira,550000,Residencial,"Estrada Arraial,Do",Tamarineira,52051380,-8.0315668,-34.9048631,Imobiliária,4,1,150,,2,1500,,2017-04-09 23:30:28.397542,,,,,,,
Apartamento com piscina e sauna em Casa Amarela,525000,Residencial,Rua Oscar Pinto,Casa Amarela,52051350,-8.0253514,-34.9119857,Imobiliária,3,1,95,95,2,1500,,2017-04-09 23:30:28.527451,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,380000,Residencial,Rua Marechal Rondon,Casa Forte,52061050,-8.0299011,-34.9219342,Imobiliária,2,1,65,65,1,1500,,2017-04-09 23:34:05.309374,,,,,,,
Apartamento com playground em Campo Grande,490000,Residencial,Rua Marquês de Abrantes,Campo Grande,52040010,-8.0307447,-34.8813719,Imobiliária,3,1,90,90,2,1500,,2017-04-09 23:30:28.565857,,,,,,,
Conjunto Comercial/Sala  em Sto Antonio,650000,Comercial,Avenida Guararapes,Sto Antonio,50010000,-8.0649969,-34.880349,Imobiliária,0,0,316,316,0,1500,,2017-04-09 23:30:28.714812,,,,,,,
Apartamento  em Tamarineira,530000,Residencial,Rua Afonso Celso,Tamarineira,52060110,,,Imobiliária,4,0,120,120,0,1500,,2017-04-09 23:30:28.769760,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,660000,Residencial,Rua Faustino Porto,Boa Viagem,51020270,-14.235004,-51.92528,Imobiliária,3,2,146,,2,1500,,2017-04-09 23:30:29.242845,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,575000,Residencial,Rua Pessoa de Melo,Madalena,50610220,,,Imobiliária,4,1,98,,2,1500,2053,2017-04-09 23:33:51.593565,,,,,,,
Apartamento com piscina e churrasqueira em Torreao,495000,Residencial,Rua Dom João Costa,Torreao,52030220,-8.0387497,-34.8831128,Imobiliária,3,1,104,104,2,1500,,2017-04-09 23:33:54.714973,,,,,,,
Apartamento  em Gracas,350000,Residencial,,Gracas,,,,Imobiliária,3,1,91,91,0,1500,,2017-04-09 23:33:55.174353,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,700000,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51130020,-8.143744,-34.9064871,Imobiliária,3,1,104,104,2,1500,,2017-04-09 23:33:55.559421,,,,,,,
Apartamento  em Casa Forte,1700000,Residencial,Rua Doutor João Santos Filho,Casa Forte,52060615,-8.0364155,-34.9119477,Imobiliária,4,4,200,200,3,1500,,2017-04-09 23:33:58.562281,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,497000,Residencial,Rua Manoel Bernardes,Madalena,50710350,-8.0493094,-34.9111582,Imobiliária,3,1,79,79,2,1500,,2017-04-09 23:33:55.898638,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,268000,Residencial,Rua Capitão Rui Lucena,Boa Vista,50070080,-8.0568712,-34.8934714,Imobiliária,1,0,39,39,1,1500,,2017-04-09 23:33:56.093273,,,,,,,
Apartamento  em Setubal,498000,Residencial,Rua Professor Augusto Lins e Silva,Setubal,51030030,-8.136401,-34.9043916,Imobiliária,3,1,143,143,1,1500,,2017-04-09 23:33:56.639737,,,,,,,
Apartamento com piscina em Casa Amarela,270000,Residencial,Rua Raimundo Freixeiras,Casa Amarela,52070020,-8.0286233,-34.919631,Imobiliária,2,1,50,50,0,1500,,2017-04-09 23:33:57.051724,,,,,,,
Apartamento  em Varzea,210000,Residencial,Rua Emiliano Braga,Varzea,50670380,-8.0366017,-34.9486278,Imobiliária,3,1,78,78,1,1500,,2017-04-09 23:33:57.279399,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,260000,Residencial,Rua Mamanguape,Boa Viagem,51020250,-8.1149754,-34.899124,Imobiliária,1,1,30,30,1,1500,,2017-04-09 23:33:57.691563,,,,,,,
Apartamento com salão de festas e salão de jogos em Casa Amarela,460410,Residencial,,Casa Amarela,,,,Imobiliária,3,1,79,79,0,1500,,2017-04-09 23:33:57.829945,,,,,,,
Apartamento com piscina e churrasqueira em Torreao,360000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0408652,-34.8841463,Imobiliária,2,1,55,55,0,1500,,2017-04-09 23:33:57.886040,,,,,,,
